Ticker,Momentum,Volatility,Volume,Sharpe,EarningsDrift,Sentiment,mom_10d,rsi_scaled,ema_cross,atr_pct,bbw,vol_ratio,sharpe30,drift_3d,sent_finbert,Composite
UPS,2.159609282267503,0.12339403793012095,3.953051103246233,1.050867498950849,-1.3749753424460258,-0.7524078356482622,0.14515165384026774,1.4233875826600226,1.0,0.025383999278157824,0.1300875881051373,2.2651414049207736,3.6785910239863964,-0.034896492247743605,-0.04174089431762695,1.033681833550732
CVS,0.874148756721138,0.4492889289903542,-0.18839046076495353,2.250214659750663,0.6382909587263803,0.7294041356326583,0.04202981114330773,1.1524803529056307,1.0,0.02011408369703771,0.12808319856233313,0.35515579427008587,6.884155833500611,0.010628013459722752,0.46302688121795654,0.7863526621984347
MSFT,1.1090017088028519,0.2317893820467531,0.717187331663452,1.0924978734349158,1.1333400633546806,0.1943943441561966,0.06030330872412781,1.213580518382973,1.0,0.015888878960170036,0.061613474201662265,0.7727979428140893,3.789858943580277,0.021822193671254153,0.28077993790308636,0.7845015282936405
KLAC,2.08127937481105,0.3579303465197795,-0.620458987344598,1.0316489538759797,0.27845660867390865,-0.6298719688802158,0.1691413721631454,0.7870215464011607,1.0,0.03176326906475459,0.21773072300328825,0.155890718130058,3.6272245024356384,0.0024913447472098005,0.0,0.6323657023994904
AAPL,1.2236386121154286,0.3787545966150621,-0.23750618335122195,1.2010571669681447,-0.32707431397745623,1.123292502005025,0.08419098458509455,0.9369311511271541,1.0,0.018616674933516396,0.10541336811602314,0.3325041832437012,4.080011672056138,-0.011201079314245133,0.5972019036610922,0.589461322998292
WELL,0.8349102042420861,0.21480284139988876,0.3076209934880914,0.9970397941867891,0.6002984079719088,0.3050460478782721,0.06377703605359808,0.6344784182848734,1.0,0.02112786696827418,0.10519556053243599,0.5839106192986103,3.534722591385511,0.009768915936133382,0.3184725840886434,0.5679366034753449
GOOG,1.3474894835407867,0.21730478447714743,-0.09611488986157678,0.5865795404184928,0.38881005266705554,0.26465068378559,0.08983948986222412,1.0508104269901417,1.0,0.023787474366805623,0.1288274667930857,0.3977122350446178,2.437661633400268,0.004986685769894694,0.3047122160593669,0.5386896016427809
SHW,0.09269134673591992,-0.17763388436134334,1.7837981956287792,-0.5077142827532815,0.170230710920414,2.092260449614016,0.040012554014713375,0.4889526343069516,0.0,0.022246104517524682,0.061824782560957865,1.2647067071537061,-0.4871210195964907,4.41123581783609e-05,0.9272733330726624,0.4138192983424997
META,0.7295461899558301,0.01742353763175239,-0.1274261651316507,-0.7667421937316097,2.749661213390162,-0.7318399600711964,0.06202632405330277,0.4750525725995615,1.0,0.020756239094500986,0.07520137480035809,0.38327183203696535,-1.1794399604779475,0.058370871497450794,-0.03473460674285889,0.3910111871872236
GILD,0.040414337041270926,0.22624362113805516,-0.621202717224053,0.7944356026751879,2.1212153907545024,-0.6298719688802158,0.009368610309817837,0.276059568874328,1.0,0.02369248976668963,0.12920655320289418,0.15554771839288578,2.9932106023659526,0.04416028970668129,0.0,0.3365323530307528
CAT,0.17678877285224084,0.4043503463128747,-0.5334826251349631,1.8237239804077479,-0.733552101731782,0.8656141826922931,8.773039382359293e-05,0.7188323805892111,1.0,0.022589755819019182,0.14367730850269878,0.19600322429958755,5.744249426104985,-0.020392461675239337,0.5094257791837057,0.29513206877601483
HWM,0.8777450730582815,-0.1224725342999023,-0.33440355408664857,0.6922651210872547,0.11293076366239417,0.1609690237548082,0.061695609329465384,0.7564825244273579,1.0,0.02611495442903584,0.10318118679768346,0.2878162211044266,2.7201336226105766,-0.0012515690797249013,0.2693938612937927,0.2816575133795208
UNH,0.30301232173619486,-0.44118906426773324,1.8037960896201508,0.8436786423033493,-1.805163991213445,1.3048676169510893,0.016100390480529914,0.6248998897916579,1.0,0.02587685714562725,0.05791862031774104,1.2739295077598418,3.124825334200796,-0.04462403081762628,0.6590540607770284,0.24434864038211926
TT,0.25436879173502036,-0.2485650948624189,-0.472831552447029,0.9162827897012794,0.2979468069694727,1.0858390887063785,0.018602235360015484,0.48352235021112266,1.0,0.022350538968498555,0.053130201450237925,0.22397480721678895,3.318878655483002,0.002932062223595988,0.5844436883926392,0.2336727944654676
CDNS,-0.11028253067265156,-0.3636377809922481,0.5123357342127945,-0.4905762669160935,1.0825146504118959,1.5330786595347972,0.046062946685533346,-0.011104425877498514,0.0,0.03232001169604045,0.12485411954342139,0.6783227226758616,-0.4413152493673345,0.020672916101639682,0.7367923855781555,0.21865079474315674
NEE,-0.09610017429780274,0.021803128792322855,-0.04598373094587465,2.2830241093219565,-0.7305283870280214,0.04821555165717588,-0.011578399510939974,0.45195195695089796,1.0,0.02372947843971248,0.10183445337603399,0.42083215372373,6.971847554799332,-0.02032408864519908,0.2309852639834086,0.21113393605194053
EQIX,0.33749095248019256,0.4029656142986408,-0.5952642436698918,1.0995652162530347,-0.3491167273849688,-0.09070209333585946,0.01903549935639881,0.6287022760253574,1.0,0.018238494857647558,0.10538117505702893,0.1675102465331373,3.8087482411706657,-0.011699508148221183,0.18366404374440512,0.17917328842591645
BMY,-0.8845501334512134,0.05081471503371937,1.6983119983277142,-0.9508582963505087,1.4650727701299717,0.25771295255940097,-0.003445142919723976,-0.4323698332342424,0.0,0.020425240232511636,0.07682605540357694,1.2252814480426883,-1.671537760606531,0.029323420654565058,0.30234893163045246,0.1466756757159572
ABBV,-0.0857992190406194,0.18069247624457146,-0.6185033482299677,0.4585235268147773,1.2831147666924878,-0.6298719688802158,0.0013626864965856633,0.2060703336774278,1.0,0.01685099689984599,0.06311752516776566,0.15679263658304998,2.095398888907675,0.025208938550938198,0.0,0.12017173539233249
LLY,0.1064763023245869,-0.21171422241106166,-0.5410708496241702,0.3818742434347346,0.11894155465290013,0.9310984261665232,0.011756076955916184,0.34960879821080404,1.0,0.023966806952271002,0.07227782648837931,0.19250362171899846,1.8905338977622472,-0.0011156514971406573,0.5317324797312418,0.0713478159851064
COIN,0.6680795761611014,-0.6252077075790448,-0.4012002754418209,0.2903717209269422,0.6532955146335707,-0.6367988515170373,0.06180651917322422,0.36563645122675437,1.0,0.049660884409092214,0.24129075662940058,0.25701033512122456,1.645969791788831,0.010967300413781985,-0.002359588940938314,0.059668511390566434
MRK,0.33166064996105626,0.1423995604798756,-0.5764299275579942,0.43100267732763675,-0.7255077215620954,0.7867566614670458,0.0310508261814888,0.3718796189750929,1.0,0.01944373810968962,0.08063723605944491,0.17619641829341906,2.0218423161926626,-0.020210560040699155,0.482563575108846,0.05943049496407583
SBUX,0.933405165953673,0.45448993256547765,-0.27963844163493773,0.1555179084531958,-1.282693849894612,-0.6783630636254309,0.07729511973542413,0.5402334344828053,1.0,0.02068547240569949,0.13379203927738437,0.3130732662979181,1.2855381754698394,-0.032809798931561884,-0.016518115997314453,0.045390814177517586
CI,0.22965684425618407,-0.11496776183109113,-0.5862669557693929,0.2753775274012292,0.44614599691448203,-0.6298719688802158,0.02192764668497471,0.36963469016793055,1.0,0.023339447393770075,0.07988986024660258,0.17165969308676446,1.6058939399553902,0.0062831811811648874,0.0,-0.008278052908246049
XOM,0.3600455751431457,0.2174882555244746,-0.5775964753850298,-0.14596350880064876,-0.46297000468204874,0.21349789347166304,0.029877956186525667,0.44850053773194426,1.0,0.01591236801593963,0.059881784192694534,0.1756584197416259,0.4797512828515953,-0.014273988319625397,0.2872874140739441,-0.02312066409231143
BA,0.16972658652560732,0.10635013674463797,-0.27878488950871166,0.27368800671900173,-0.2405484017065137,-0.5831193314182488,0.04759681195981447,0.47643293500736306,0.0,0.019326904273405006,0.07473029735030925,0.3134669148026318,1.601378259908019,-0.009244532689127338,0.015925923983256023,-0.031457051835929
CVNA,0.2030481384979965,-1.0788584687399376,-0.07960834012612812,-0.16839918376034907,1.962605870503451,-1.3646776644027496,0.06371601951833372,0.20814265396997947,0.0,0.05407717242757423,0.21851164041506088,0.4053248675033651,0.41978615142079784,0.040573769629470124,-0.2503058711687724,-0.04428767357121732
SCCO,0.6226107600817322,-0.5997713750248163,-0.4921141970526733,1.3033927627876933,-0.975518982119586,-0.6298719688802158,0.041108986615678855,0.7051566174945478,1.0,0.03399120437769634,0.10750091120079244,0.21508187146897645,4.353529962207466,-0.025863880245558468,0.0,-0.051924844330236655
NOW,0.3933332637946262,-0.31321808643261867,-0.5375134365478836,-0.10064155539876711,0.8461350097353496,-1.5775826305555685,0.037409702450434956,0.35597825633432156,1.0,0.025577053850452853,0.07262946758050155,0.1941442600527353,0.6008858998098993,0.015327837661275545,-0.32283029953638714,-0.09087156172511919
SYK,0.11022580994332454,0.1473011465460686,-0.6104981962515927,-0.14684316949803833,-0.5000392480647753,0.2826494850838115,0.023594624287373245,0.11416011045221879,1.0,0.019207176440687125,0.0792294479825203,0.16048452136602862,0.4774001626188311,-0.015112207774729602,0.3108433683713277,-0.10332546176873494
V,-0.10893125486458191,0.05592097541650304,-0.2842903599342955,0.10160280163794691,-0.5832821792440834,0.18002048817616145,-0.000674596319670151,0.20491345648898723,1.0,0.016436989602960368,0.04258853332469641,0.3109278546395944,1.141436138330812,-0.016994518770235667,0.27588359514872235,-0.11294203044629351
CVX,0.07680004844974059,0.1138670061850327,-0.5535809448958683,-0.8209031271455428,0.369828268869237,-0.056613200884833015,0.01983722689956613,0.1291456129307381,1.0,0.016070976575021954,0.04723306369266577,0.18673410847403313,-1.3241990326438136,0.004557464695495117,0.19527616103490195,-0.11438627721486773
SPGI,-0.3708694712477339,0.05856990126879125,-0.5983055110752868,-1.4012133559718427,0.646549857041628,1.1777979147137174,0.01675604335077474,0.10601453100903449,0.0,0.017508690477959287,0.052333394492034384,0.16610764869548503,-2.8752278831112577,0.0108147658348412,0.6157687505086263,-0.16616894758762868
MA,-0.6560503347037541,0.07632225690688565,-0.3354136931687825,-0.807361656008664,0.15149702430465162,1.1442740821217832,0.0010301133791039696,-0.10052104103255602,0.0,0.017663104135887186,0.056090710881099334,0.2873503564817316,-1.288005956306781,-0.0003794986776615161,0.6043491164843241,-0.1830124728133023
SO,-0.9323455044559977,0.4121720780298215,-0.5463541492888019,0.5285233510915482,0.14721591902440134,-0.6901565884570096,-0.04925766098592621,-0.32637607658263584,1.0,0.0139536189994589,0.06910126027097671,0.190067024176758,2.282491484536247,-0.0004763041532468981,-0.020535488923390705,-0.20025985122966394
RCL,-1.5376725634428727,-0.9006708134574959,3.4080347214872626,-1.003149661399633,-1.1622559594926594,1.6096853900950594,-0.05257121254726982,-0.636937650204521,0.0,0.037137015461457194,0.09428849187683738,2.013786066293153,-1.811299928827407,-0.030086425761402524,0.7628878752390543,-0.21718939945346585
AMT,-1.2604327875516115,-0.18097881503395014,0.7828999063722232,-1.187139684927965,-0.10051028822327615,1.699009875310102,-0.021151638955654417,-0.7664512766896643,0.0,0.023201944467804044,0.06974292625527431,0.8031038327301113,-2.3030607500485094,-0.006077954133266172,0.793315569559733,-0.2571154823805354
BKNG,-0.7021574806956734,-0.15550612190970037,-0.21613043052441175,-0.7617791379944769,-0.6404544721810176,1.7781538342900978,-0.005517894061871531,-0.051899525627532125,0.0,0.025889640226835577,0.09673273475282794,0.34236243662842114,-1.1661749131767136,-0.018287313655145188,0.82027534643809,-0.27157981723183455
MELI,0.16901210310670925,-0.34066306371623667,-0.4859995892593765,-0.5250702946853844,-0.3948013614262023,-0.7418574075112371,0.05857759142997221,0.25027413358283324,0.0,0.03351115659269406,0.13839866101682347,0.21790185883797797,-0.5335094406487866,-0.01273254107682209,-0.03814697265625,-0.3109460145233382
VZ,-1.272633138770566,0.5796460908894806,-0.516193542842052,-1.5245422113565457,0.475316815389499,0.8374883398711206,-0.02909988476885894,-0.626319672975988,0.0,0.01748788221185077,0.12274260730892453,0.20397675184800784,-3.204856077299194,0.0069427993803986565,0.49984492858250934,-0.3532930733489981
MO,-1.1193474608728275,0.22728050576491826,-0.5350872943392968,-0.5909381830258456,0.3264775092883001,-0.6298719688802158,-0.02660552963103946,-0.39330643768159207,0.0,0.015215725494566817,0.05510713729875635,0.19526316916594394,-0.7095583711355924,0.00357720594839539,0.0,-0.4173001561647711
ICE,-0.7009869509669753,0.2643050284566903,-0.6985119524684557,-1.5318328410962085,0.47573828939930446,-0.6298719688802158,0.006318316629842835,-0.2920800155229504,0.0,0.015786926440052345,0.06512554273167166,0.11989358091322941,-3.2243421668123218,0.006952329861266371,0.0,-0.4485639045632313
RBLX,-0.06676370091340222,-0.9544855724042849,0.005416719431003136,-0.3613950363351226,-1.5455955844840894,-0.35068451304842474,0.0032637872342275998,0.20242346118291402,1.0,0.0419377698789713,0.12904330071836748,0.4445374551467724,-0.09604507211194338,-0.038754601916567766,0.09510304530461629,-0.5278925762222814
WM,-1.7961094806605793,-0.038395275849204547,1.6398211080852874,-1.0107107828056037,-0.2922402994773932,-1.5625433944276674,-0.055935554195705284,-1.047015502869256,0.0,0.019756059050896613,0.05887984294900716,1.1983061166295896,-1.8315089771260507,-0.010413403440964678,-0.3177073001861572,-0.562430260907409
LIN,-1.3757299074563423,0.40816392505153126,-0.3347418940445031,-1.5264018213958035,0.7492230288035272,-1.3881643062885096,-0.029842104675592007,-0.8021927776202589,0.0,0.015269226567372129,0.08008041671355366,0.28766018257508313,-3.209826365049147,0.013136438527200034,-0.2583064138889313,-0.5679042254781471
AMZN,0.1502822422218992,0.00417630477790723,-0.2882470229700282,-0.6312678419762916,-1.754740144842705,-2.0814019110403224,0.051418290309057646,0.36215066050842,0.0,0.021412403565479757,0.07915345824018054,0.30910308677853987,-0.8173497927828882,-0.0434838335766749,-0.494452436765035,-0.5708726210613297
MDLZ,-0.5071814442403091,-0.13108373761448067,-0.30886259532739874,-0.24977619006967902,-1.6651277259781716,-0.898246064097196,0.0036214142966843887,0.12232152500507994,0.0,0.019261477376509902,0.04199154401226532,0.29959541995545214,0.20228510063676644,-0.0414574940548329,-0.09141955773035686,-0.5764016916989804
ADP,-1.0124665526977261,0.3331177544126428,-0.48176981430318244,-0.9157376987937746,-0.44898247758046045,-1.5318965377450633,-0.012800795642920026,-0.47787891114521736,0.0,0.01395622500520656,0.05841440323399377,0.2198525828015431,-1.5776688998657424,-0.013957698687698028,-0.307267685731252,-0.6166562396680219
CMCSA,-1.2687655996676257,0.22887870015375208,-0.41938937366586154,-1.825529868496764,-0.31082401000608073,0.1502534754215516,-0.02417473781270041,-0.7199957354417634,0.0,0.018664586539580683,0.08552892969668852,0.2486217304912509,-4.009323268586319,-0.010833623178182983,0.2657436927159627,-0.6397518001693069
MSTR,-1.1013225838463108,-0.10898853581797163,-0.5571052903626256,-0.9102676252359054,-1.2843502481380684,-0.6298719688802158,-0.02584234936723251,-0.3755270899342481,0.0,0.050658089569559216,0.3199577851492463,0.1851087205446309,-1.5630487165896454,-0.03284725384313725,0.0,-0.7728740245736835
